117;116;117;116;116;117;117;117;116;117;117;117;116;117;117;116;116;117;116;117;116;117;117;117;117;116;117;117;117;116;117;116;118;116;116;117;117;117;116;117;117;117;117;116;117;117;117;117;117;117;117;116;116;117;116;116;117;116;117;118;117;117;117;117;117;116;117;116;116;116;117;116;116;117;117;117;116;116;116;117;117;117;116;116;116;117;116;117;117;116;116;116;116;117;116;116;117;117;117;117;117;117;117;116;116;116;117;116;116;117;117;117;116;116;117;117;116;117;116;117;117;117;117;117;117;116;117;117;117;117;116;116;116;116;116;117;117;117;117;117;117;116;117;117;117;116;117;117;117;117;116;117;117;116;117;116;116;116;117;117;117;117;117;117;117;116;117;117;117;116;117;117;116;116;116;116;117;117;117;117;117;117;117;116;117;117;117;116;116;116;117;117;116;117;117;116;117;118;117;117;117;116;117;116;116;116;117;117;117;116;117;117;118;117;116;117;117;117;117;117;116;117;116;117;117;117;117;116;116;117;117;117;117;117;118;116;117;116;116;117;116;116;117;117;117;117;116;117;117;116
213;213;212;213;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;213;212;212;212;212;212;212;212;212;212;212;212;212;212;212;213;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;213;212;212;212;212;212;212;212;213;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;213;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;213;213;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;214;213;213;213;212;212;212;212;213;212;212;212;213;212;214;212;213;212;212;212;213;214;213;214;212;213;212;213;212;212;213;212;214;212;214;212;212;212;212;212;212;212;212;212;212;212;213;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;213;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;213;212;212;212;212;212;212;212;212;212;212;212;212
